Class;Units;Avg_Mass (kg);Avg_Purchase;Purchase_Min;Purchase_Max;Start_date;End_date;Year;Month
AB3;1400.0;2335.0;6425.0;6499.0;6118.0;2018/05/28;2018/06/03;2018;6
B2;19500.0;2504.0;5577.0;5925.0;5200.0;2018/05/28;2018/06/03;2018;6
B3;1500.0;2702.0;5724.0;6101.0;5373.0;2018/05/28;2018/06/03;2018;6
C2;82400.0;2500.0;5311.0;5636.0;5368.0;2018/05/28;2018/06/03;2018;6
C3;20100.0;2663.0;5329.0;5561.0;5249.0;2018/05/28;2018/06/03;2018;6
P;1.0;70500.0;5206.0;2233.0;1935.0;2018/05/28;2018/06/03;2018;6
O;7400.0;5052.0;2098.0;1729.0;2400.0;2018/05/28;2018/06/03;2018;6
R;500.0;4936.0;1898.0;1500.0;2350.0;2018/05/28;2018/06/03;2018;6
C;500.0;4182.0;1829.0;1500.0;2100.0;2018/05/28;2018/06/03;2018;6
S;100.0;4730.0;2100.0;2100.0;2100.0;2018/05/28;2018/06/03;2018;6
P;1.0;12700.0;6129.0;2034.0;1791.0;2018/05/28;2018/06/03;2018;6
O;18200.0;6196.0;2064.0;1850.0;2275.0;2018/05/28;2018/06/03;2018;6
R;1900.0;6762.0;1864.0;1450.0;2095.0;2018/05/28;2018/06/03;2018;6
C;200.0;6380.0;2010.0;2010.0;2010.0;2018/05/28;2018/06/03;2018;6
P;7.0;30700.0;7581.0;2033.0;1849.0;2018/05/28;2018/06/03;2018;6
O;2.0;79100.0;7711.0;2061.0;1861.0;2018/05/28;2018/06/03;2018;6
R;27200.0;7752.0;1946.0;1758.0;2102.0;2018/05/28;2018/06/03;2018;6
C;2400.0;8110.0;1807.0;1630.0;2000.0;2018/05/28;2018/06/03;2018;6
U;300.0;8093.0;1805.0;1600.0;2000.0;2018/05/28;2018/06/03;2018;6
S;500.0;8364.0;1715.0;1650.0;2010.0;2018/05/28;2018/06/03;2018;6
P;3.0;79100.0;8509.0;1949.0;1832.0;2018/05/28;2018/06/03;2018;6
O;6.0;15500.0;8622.0;1932.0;1878.0;2018/05/28;2018/06/03;2018;6
R;1.0;15800.0;8722.0;1853.0;1748.0;2018/05/28;2018/06/03;2018;6
C;6900.0;8545.0;1726.0;1582.0;1991.0;2018/05/28;2018/06/03;2018;6
U;400.0;8783.0;1781.0;1500.0;2250.0;2018/05/28;2018/06/03;2018;6
S;5300.0;9570.0;1788.0;1592.0;2032.0;2018/05/28;2018/06/03;2018;6
BP;4547.0;74.1486;24.17;23.54;26.75;2016/06/06;2016/06/12;2016;6
BO;1552.0;75.6318;24.16;23.3;24.49;2016/06/06;2016/06/12;2016;6
BR;164.0;76.7903;23.59;16.0;24.01;2016/06/06;2016/06/12;2016;6
BU;2.0;78.43;16.11;13.0;19.2;2016/06/06;2016/06/12;2016;6
BS;6.0;78.79;18.61;11.0;20.0;2016/06/06;2016/06/12;2016;6
PP;999.0;48.57;25.45;23.11;27.15;2016/06/06;2016/06/12;2016;6
PO;63.0;48.43;25.39;23.8;26.0;2016/06/06;2016/06/12;2016;6
PR;8.0;48.06;25.06;23.3;25.5;2016/06/06;2016/06/12;2016;6
PC;1.0;47.4;24.0;24.0;24.0;2016/06/06;2016/06/12;2016;6
SAB;78.0;108.52;12.76;8.0;17.3;2016/06/06;2016/06/12;2016;6
HP;3249.0;85.56;24.1;23.46;24.66;2016/06/06;2016/06/12;2016;6
HO;3498.0;88.2344;24.16;23.28;24.42;2016/06/06;2016/06/12;2016;6
HR;750.0;89.66;23.45;21.1;24.0;2016/06/06;2016/06/12;2016;6
HC;80.0;89.45;20.03;15.0;23.5;2016/06/06;2016/06/12;2016;6
HU;12.0;90.57;20.01;13.0;23.5;2016/06/06;2016/06/12;2016;6
HS;10.0;95.597;20.93;14.62;23.5;2016/06/06;2016/06/12;2016;6
CP;482.0;60.8954;24.84;23.66;26.75;2016/06/06;2016/06/12;2016;6
SAS;298.0;123.882;15.57;12.0;17.0;2016/06/06;2016/06/12;2016;6
PP;2511.0;5170.0;2661.0;2513.0;2934.0;2017/06/12;2017/06/18;2017;6
PO;113.0;5212.0;2618.0;2513.0;2806.0;2017/06/12;2017/06/18;2017;6
PR;29.0;5005.0;2522.0;2201.0;2750.0;2017/06/12;2017/06/18;2017;6
PC;10.0;4980.0;2338.0;1850.0;2600.0;2017/06/12;2017/06/18;2017;6
PU;2.0;4965.0;2276.0;2200.0;2340.0;2017/06/12;2017/06/18;2017;6
PS;17.0;7267.0;1769.0;1700.0;2067.0;2017/06/12;2017/06/18;2017;6
CP;1231.0;6135.0;2703.0;2613.0;2860.0;2017/06/12;2017/06/18;2017;6
CO;167.0;6248.0;2659.0;2611.0;2742.0;2017/06/12;2017/06/18;2017;6
CR;29.0;6183.0;2638.0;2592.0;2650.0;2017/06/12;2017/06/18;2017;6
CC;2.0;6200.0;2560.0;2560.0;2560.0;2017/06/12;2017/06/18;2017;6
CU;1.0;5950.0;1850.0;1850.0;1850.0;2017/06/12;2017/06/18;2017;6
BP;6224.0;7320.0;2627.0;2445.0;2763.0;2017/06/12;2017/06/18;2017;6
BO;2116.0;7588.0;2648.0;2546.0;2803.0;2017/06/12;2017/06/18;2017;6
BR;213.0;7226.0;2575.0;2418.0;2754.0;2017/06/12;2017/06/18;2017;6
BC;12.0;7494.0;2235.0;2067.0;2560.0;2017/06/12;2017/06/18;2017;6
BU;7.0;7509.0;2600.0;1988.0;2800.0;2017/06/12;2017/06/18;2017;6
BS;6.0;8482.0;2573.0;2200.0;2800.0;2017/06/12;2017/06/18;2017;6
HP;3894.0;8547.0;2552.0;2450.0;2619.0;2017/06/12;2017/06/18;2017;6
HO;4866.0;8772.0;2548.0;2450.0;2618.0;2017/06/12;2017/06/18;2017;6
HR;750.0;9070.0;2478.0;2448.0;2509.0;2017/06/12;2017/06/18;2017;6
HC;69.0;8999.0;2142.0;2009.0;2591.0;2017/06/12;2017/06/18;2017;6
HU;10.0;8480.0;2346.0;1975.0;2800.0;2017/06/12;2017/06/18;2017;6
HS;5.0;9346.0;2041.0;1800.0;2450.0;2017/06/12;2017/06/18;2017;6
SAU;699.0;14089.0;1933.0;1611.0;2314.0;2017/06/12;2017/06/18;2017;6
SAB;155.0;11020.0;2135.0;1503.0;2391.0;2017/06/12;2017/06/18;2017;6
P;1.0;790.0;5243.0;2314.0;2050.0;2018/06/11;2018/06/17;2018;6
O;89.0;5405.0;2191.0;1843.0;2400.0;2018/06/11;2018/06/17;2018;6
R;20.0;5215.0;2110.0;1702.0;2350.0;2018/06/11;2018/06/17;2018;6
C;10.0;4604.0;1715.0;1300.0;2300.0;2018/06/11;2018/06/17;2018;6
U;2.0;5035.0;1495.0;1495.0;1495.0;2018/06/11;2018/06/17;2018;6
S;3.0;4273.0;1360.0;1300.0;1560.0;2018/06/11;2018/06/17;2018;6
P;497.0;6075.0;2105.0;1843.0;2240.0;2018/06/11;2018/06/17;2018;6
O;63.0;6103.0;2130.0;1950.0;2300.0;2018/06/11;2018/06/17;2018;6
R;5.0;6066.0;1755.0;1450.0;2000.0;2018/06/11;2018/06/17;2018;6
C;1.0;6610.0;1550.0;1550.0;1550.0;2018/06/11;2018/06/17;2018;6
U;1.0;5830.0;1550.0;1550.0;1550.0;2018/06/11;2018/06/17;2018;6
P;5.0;727.0;7573.0;2072.0;1942.0;2018/06/11;2018/06/17;2018;6
O;2.0;89.0;7745.0;2104.0;1961.0;2018/06/11;2018/06/17;2018;6
R;198.0;7789.0;2035.0;1827.0;2250.0;2018/06/11;2018/06/17;2018;6
C;21.0;7888.0;1968.0;1544.0;2250.0;2018/06/11;2018/06/17;2018;6
U;7.0;7683.0;1913.0;1500.0;2250.0;2018/06/11;2018/06/17;2018;6
S;4.0;8051.0;2032.0;1400.0;2250.0;2018/06/11;2018/06/17;2018;6
P;2.0;596.0;8609.0;2039.0;1804.0;2018/06/11;2018/06/17;2018;6
O;3.0;749.0;8837.0;1999.0;1918.0;2018/06/11;2018/06/17;2018;6
R;656.0;9022.0;1825.0;1762.0;2014.0;2018/06/11;2018/06/17;2018;6
C;26.0;9001.0;1672.0;1578.0;1900.0;2018/06/11;2018/06/17;2018;6
U;1.0;9620.0;1800.0;1800.0;1800.0;2018/06/11;2018/06/17;2018;6
S;51.0;9829.0;1828.0;1828.0;1828.0;2018/06/11;2018/06/17;2018;6
BP;4204.0;74.66;23.41;23.0;24.58;2016/06/13;2016/06/19;2016;6
BO;2770.0;74.49;23.81;23.0;25.0;2016/06/13;2016/06/19;2016;6
BR;229.0;75.89;22.71;19.35;24.04;2016/06/13;2016/06/19;2016;6
BC;18.0;76.14;20.71;19.72;22.1;2016/06/13;2016/06/19;2016;6
BU;8.0;80.02;21.16;13.0;23.5;2016/06/13;2016/06/19;2016;6
PP;486.0;47.72;24.85;23.0;27.05;2016/06/13;2016/06/19;2016;6
PO;244.0;47.11;26.55;23.0;27.15;2016/06/13;2016/06/19;2016;6
PR;9.0;33.69;24.18;23.0;25.5;2016/06/13;2016/06/19;2016;6
PC;3.0;46.13;20.15;13.3;26.0;2016/06/13;2016/06/19;2016;6
PS;3.0;38.3;20.45;16.0;23.44;2016/06/13;2016/06/19;2016;6
SAB;309.0;104.44;12.76;8.0;18.0;2016/06/13;2016/06/19;2016;6
HP;3128.0;87.25;23.62;21.0;24.53;2016/06/13;2016/06/19;2016;6
HO;4671.0;88.64;23.5;21.0;24.35;2016/06/13;2016/06/19;2016;6
HR;916.0;89.56;23.13;21.0;24.0;2016/06/13;2016/06/19;2016;6
HC;92.0;89.69;20.4;15.0;23.5;2016/06/13;2016/06/19;2016;6
HU;8.0;89.26;19.81;19.08;21.0;2016/06/13;2016/06/19;2016;6
HS;18.0;95.68;21.76;11.0;23.5;2016/06/13;2016/06/19;2016;6
CP;710.0;60.75;23.84;23.0;25.6;2016/06/13;2016/06/19;2016;6
CO;540.0;61.32;25.11;23.0;26.0;2016/06/13;2016/06/19;2016;6
CR;16.0;62.34;23.0;21.0;25.0;2016/06/13;2016/06/19;2016;6
CC;1.0;82.0;22.0;22.0;22.0;2016/06/13;2016/06/19;2016;6
SAS;432.0;130.73;16.48;15.0;18.0;2016/06/13;2016/06/19;2016;6
PP;2169.0;5301.0;2626.0;2539.0;2853.0;2017/06/18;2017/06/25;2017;6
PO;151.0;5166.0;2580.0;2293.0;2853.0;2017/06/18;2017/06/25;2017;6
PR;39.0;4837.0;2252.0;1920.0;2669.0;2017/06/18;2017/06/25;2017;6
PC;14.0;4969.0;2147.0;1933.0;2463.0;2017/06/18;2017/06/25;2017;6
PU;3.0;4793.0;2202.0;2000.0;2560.0;2017/06/18;2017/06/25;2017;6
PS;6.0;12938.0;1748.0;1700.0;2450.0;2017/06/18;2017/06/25;2017;6
CP;929.0;6237.0;2657.0;2608.0;2738.0;2017/06/18;2017/06/25;2017;6
CO;147.0;6348.0;2656.0;2604.0;2729.0;2017/06/18;2017/06/25;2017;6
CR;17.0;7274.0;2585.0;2450.0;2650.0;2017/06/18;2017/06/25;2017;6
CC;4.0;6330.0;2560.0;2560.0;2560.0;2017/06/18;2017/06/25;2017;6
CU;3.0;6330.0;2560.0;2560.0;2560.0;2017/06/18;2017/06/25;2017;6
CS;2.0;6250.0;2560.0;2560.0;2560.0;2017/06/18;2017/06/25;2017;6
BP;6155.0;7328.0;2624.0;2441.0;2786.0;2017/06/18;2017/06/25;2017;6
BO;2265.0;7546.0;2660.0;2548.0;2842.0;2017/06/18;2017/06/25;2017;6
BR;276.0;7450.0;2596.0;2460.0;2806.0;2017/06/18;2017/06/25;2017;6
BC;35.0;7180.0;2413.0;2053.0;2850.0;2017/06/18;2017/06/25;2017;6
BU;4.0;71355.0;2306.0;1900.0;2850.0;2017/06/18;2017/06/25;2017;6
BS;9.0;8581.0;2011.0;1900.0;2200.0;2017/06/18;2017/06/25;2017;6
HP;4211.0;8583.0;2547.0;2450.0;2604.0;2017/06/18;2017/06/25;2017;6
HO;5111.0;8794.0;2544.0;2450.0;2606.0;2017/06/18;2017/06/25;2017;6
HR;789.0;9083.0;2457.0;2426.0;2494.0;2017/06/18;2017/06/25;2017;6
HC;72.0;9036.0;2111.0;2017.0;2439.0;2017/06/18;2017/06/25;2017;6
HU;7.0;8686.0;2119.0;1992.0;2450.0;2017/06/18;2017/06/25;2017;6
HS;10.0;9584.0;1990.0;1800.0;2650.0;2017/06/18;2017/06/25;2017;6
SAU;740.0;13721.0;1939.0;1634.0;2361.0;2017/06/18;2017/06/25;2017;6
SAB;19100.0;10938.0;2272.0;2129.0;2400.0;2017/06/18;2017/06/25;2017;6
BP;6644.0;73.96;22.93;19.1;26.5;2016/06/20;2016/06/26;2016;6
BO;2970.0;76.26;22.48;17.59;25.0;2016/06/20;2016/06/26;2016;6
BR;270.0;75.88;22.22;18.42;23.8;2016/06/20;2016/06/26;2016;6
BC;22.0;75.34;20.93;19.88;22.1;2016/06/20;2016/06/26;2016;6
BU;5.0;68.17;20.62;18.72;22.0;2016/06/20;2016/06/26;2016;6
BS;10.0;74.56;18.41;16.5;23.5;2016/06/20;2016/06/26;2016;6
PP;1041.0;48.56;25.3;18.0;27.2;2016/06/20;2016/06/26;2016;6
PO;92.0;49.19;23.84;22.8;27.2;2016/06/20;2016/06/26;2016;6
PR;49.0;44.48;23.77;22.3;24.25;2016/06/20;2016/06/26;2016;6
PU;2.0;54.85;20.2;20.2;20.2;2016/06/20;2016/06/26;2016;6
PS;5.0;43.25;20.34;17.3;24.0;2016/06/20;2016/06/26;2016;6
SAB;191.0;101.9;13.19;10.5;17.3;2016/06/20;2016/06/26;2016;6
HP;3811.0;86.73;23.67;21.0;24.66;2016/06/20;2016/06/26;2016;6
HO;4597.0;88.58;23.57;21.0;24.53;2016/06/20;2016/06/26;2016;6
HR;874.0;89.42;23.12;12.8;23.94;2016/06/20;2016/06/26;2016;6
HC;174.0;91.34;20.71;19.58;23.0;2016/06/20;2016/06/26;2016;6
HU;27.0;93.89;19.38;10.4;21.0;2016/06/20;2016/06/26;2016;6
HS;17.0;97.13;21.4;9.4;23.0;2016/06/20;2016/06/26;2016;6
CP;1043.0;61.13;24.56;23.0;26.75;2016/06/20;2016/06/26;2016;6
CO;184.0;62.22;23.83;23.0;25.58;2016/06/20;2016/06/26;2016;6
CR;29.0;63.15;22.91;21.0;24.0;2016/06/20;2016/06/26;2016;6
CC;2.0;59.94;17.66;16.0;19.37;2016/06/20;2016/06/26;2016;6
SAS;321.0;140.825;17.79;15.0;23.0;2016/06/20;2016/06/26;2016;6
BP;4736.0;73.29;23.92;22.0;26.5;2016/06/27;2016/07/03;2016;7
BO;2221.0;75.63;23.93;22.0;25.0;2016/06/27;2016/07/03;2016;7
BR;264.0;75.28;23.36;21.61;24.0;2016/06/27;2016/07/03;2016;7
BC;20.0;73.41;19.34;18.0;22.1;2016/06/27;2016/07/03;2016;7
BU;12.0;74.37;18.35;15.0;21.0;2016/06/27;2016/07/03;2016;7
BS;11.0;72.06;15.92;15.65;17.0;2016/06/27;2016/07/03;2016;7
PP;969.0;47.24;24.45;20.5;26.5;2016/06/27;2016/07/03;2016;7
PO;119.0;49.82;23.47;22.0;26.0;2016/06/27;2016/07/03;2016;7
PR;19.0;49.33;21.41;20.5;25.5;2016/06/27;2016/07/03;2016;7
PC;11.0;49.1;18.56;15.0;23.0;2016/06/27;2016/07/03;2016;7
PU;1.0;45.8;17.0;17.0;17.0;2016/06/27;2016/07/03;2016;7
PS;11.0;36.24;22.0;22.0;22.0;2016/06/27;2016/07/03;2016;7
SAB;270.0;103.23;15.25;8.0;23.5;2016/06/27;2016/07/03;2016;7
HP;4670.0;84.76;23.5;22.0;25.0;2016/06/27;2016/07/03;2016;7
HO;5495.0;86.62;23.7;22.0;24.45;2016/06/27;2016/07/03;2016;7
HR;1042.0;88.36;23.21;11.8;24.0;2016/06/27;2016/07/03;2016;7
HC;95.0;86.87;20.85;15.0;23.5;2016/06/27;2016/07/03;2016;7
HU;7.0;86.81;20.12;17.0;22.1;2016/06/27;2016/07/03;2016;7
HS;26.0;96.41;22.24;9.4;23.5;2016/06/27;2016/07/03;2016;7
CP;952.0;60.91;23.88;22.1;26.5;2016/06/27;2016/07/03;2016;7
CO;138.0;62.34;23.81;22.1;25.0;2016/06/27;2016/07/03;2016;7
CR;19.0;62.92;23.24;21.5;25.0;2016/06/27;2016/07/03;2016;7
CC;6.0;61.55;17.98;15.0;21.5;2016/06/27;2016/07/03;2016;7
CU;1.0;61.9;20.5;20.5;20.5;2016/06/27;2016/07/03;2016;7
CS;2.0;57.35;16.0;16.0;16.0;2016/06/27;2016/07/03;2016;7
SAS;682.0;134.49;16.74;12.0;23.5;2016/06/27;2016/07/03;2016;7
PP;2121.0;5335.0;2639.0;2540.0;2904.0;2017/06/26;2017/07/02;2017;7
PO;123.0;5226.0;2586.0;2384.0;2777.0;2017/06/26;2017/07/02;2017;7
PR;31.0;5167.0;2446.0;2090.0;2783.0;2017/06/26;2017/07/02;2017;7
PC;6.0;5273.0;2144.0;2000.0;2450.0;2017/06/26;2017/07/02;2017;7
PS;1.0;1860.0;1300.0;1300.0;1300.0;2017/06/26;2017/07/02;2017;7
CP;1314.0;6138.0;2713.0;2595.0;2854.0;2017/06/26;2017/07/02;2017;7
CO;176.0;6150.0;2683.0;2597.0;2933.0;2017/06/26;2017/07/02;2017;7
CR;15.0;6238.0;2670.0;2650.0;2700.0;2017/06/26;2017/07/02;2017;7
CC;3.0;6413.0;1667.0;1600.0;1700.0;2017/06/26;2017/07/02;2017;7
CS;1.0;6110.0;1800.0;1800.0;1800.0;2017/06/26;2017/07/02;2017;7
BP;6536.0;7314.0;2633.0;2300.0;2850.0;2017/06/26;2017/07/02;2017;7
BO;1855.0;7485.0;2632.0;2300.0;2794.0;2017/06/26;2017/07/02;2017;7
BR;213.0;7592.0;2540.0;2341.0;2637.0;2017/06/26;2017/07/02;2017;7
BC;22.0;7287.0;2170.0;1648.0;2470.0;2017/06/26;2017/07/02;2017;7
BU;4.0;7334.0;2078.0;1997.0;2340.0;2017/06/26;2017/07/02;2017;7
BS;10.0;7496.0;2129.0;1825.0;2560.0;2017/06/26;2017/07/02;2017;7
HP;4398.0;8576.0;2564.0;2450.0;2718.0;2017/06/26;2017/07/02;2017;7
HO;5368.0;8730.0;2572.0;2450.0;2848.0;2017/06/26;2017/07/02;2017;7
HR;919.0;8960.0;2509.0;2350.0;2837.0;2017/06/26;2017/07/02;2017;7
HC;71.0;9100.0;2035.0;1606.0;2615.0;2017/06/26;2017/07/02;2017;7
HU;17.0;9014.0;2038.0;1300.0;2654.0;2017/06/26;2017/07/02;2017;7
HS;16.0;9064.0;2317.0;1639.0;2773.0;2017/06/26;2017/07/02;2017;7
SAU;780.0;13921.0;1925.0;1616.0;2389.0;2017/06/26;2017/07/02;2017;7
SAB;296.0;11672.0;1932.0;1085.0;2402.0;2017/06/26;2017/07/02;2017;7
A2;8.0;204.0;28047.0;4659.0;4729.0;2017/06/26;2017/07/02;2017;7
A3;1.0;268.0;29646.0;4674.0;4724.0;2017/06/26;2017/07/02;2017;7
AB2;337.0;26904.0;4509.0;4638.0;4447.0;2017/06/26;2017/07/02;2017;7
AB3;77.0;28015.0;4547.0;4342.0;4579.0;2017/06/26;2017/07/02;2017;7
B2;238.0;25101.0;4168.0;4342.0;4102.0;2017/06/26;2017/07/02;2017;7
B3;70.0;28913.0;4158.0;4393.0;4241.0;2017/06/26;2017/07/02;2017;7
C2;1.0;274.0;26469.0;3993.0;4153.0;2017/06/26;2017/07/02;2017;7
C3;454.0;28926.0;3993.0;4198.0;3945.0;2017/06/26;2017/07/02;2017;7
A0;34.0;1754.0;5511.0;6460.0;4500.0;2017/06/26;2017/07/02;2017;7
A1;125.0;1818.0;7533.0;7703.0;7200.0;2017/06/26;2017/07/02;2017;7
A2;2.0;666.0;2128.0;7460.0;7939.0;2017/06/26;2017/07/02;2017;7
A3;207.0;2390.0;7489.0;7960.0;7777.0;2017/06/26;2017/07/02;2017;7
A4;31.0;2517.0;6836.0;7629.0;6891.0;2017/06/26;2017/07/02;2017;7
A5;3.0;2330.0;6500.0;6500.0;6500.0;2017/06/26;2017/07/02;2017;7
A6;10.0;3518.0;6363.0;6482.0;5600.0;2017/06/26;2017/07/02;2017;7
AB2;64.0;2295.0;6506.0;7178.0;6700.0;2017/06/26;2017/07/02;2017;7
AB3;1.0;2760.0;6750.0;7850.0;7850.0;2017/06/26;2017/07/02;2017;7
B2;116.0;2348.0;6482.0;6693.0;5995.0;2017/06/26;2017/07/02;2017;7
B3;2.0;2855.0;6294.0;6645.0;6400.0;2017/06/26;2017/07/02;2017;7
C2;919.0;2428.0;5739.0;5952.0;5837.0;2017/06/26;2017/07/02;2017;7
C3;153.0;2694.0;5770.0;5887.0;5842.0;2017/06/26;2017/07/02;2017;7
P;1.0;547.0;5294.0;2397.0;2115.0;2017/06/26;2017/07/02;2017;7
O;133.0;5145.0;2161.0;1967.0;2367.0;2017/06/26;2017/07/02;2017;7
R;20.0;4439.0;2092.0;1650.0;2263.0;2017/06/26;2017/07/02;2017;7
C;8.0;4674.0;2105.0;1500.0;2200.0;2017/06/26;2017/07/02;2017;7
U;1.0;4560.0;2200.0;2200.0;2200.0;2017/06/26;2017/07/02;2017;7
S;21.0;1415.0;1096.0;1000.0;1500.0;2017/06/26;2017/07/02;2017;7
P;500.0;6111.0;2101.0;1674.0;2348.0;2017/06/26;2017/07/02;2017;7
O;44.0;6258.0;2217.0;2100.0;2500.0;2017/06/26;2017/07/02;2017;7
R;5.0;6185.0;2004.0;1500.0;2300.0;2017/06/26;2017/07/02;2017;7
P;6.0;993.0;7616.0;2133.0;1985.0;2017/06/26;2017/07/02;2017;7
O;2.0;436.0;7702.0;2153.0;2011.0;2017/06/26;2017/07/02;2017;7
R;298.0;7704.0;2113.0;1964.0;2250.0;2017/06/26;2017/07/02;2017;7
C;20.0;7857.0;2085.0;1725.0;2250.0;2017/06/26;2017/07/02;2017;7
U;12.0;7288.0;1866.0;1450.0;2250.0;2017/06/26;2017/07/02;2017;7
S;86.0;9674.0;1909.0;1721.0;2080.0;2017/06/26;2017/07/02;2017;7
P;2.0;206.0;8629.0;2166.0;2049.0;2017/06/26;2017/07/02;2017;7
O;3.0;299.0;8835.0;2067.0;1981.0;2017/06/26;2017/07/02;2017;7
R;602.0;8965.0;1868.0;1833.0;1985.0;2017/06/26;2017/07/02;2017;7
C;33.0;8737.0;1826.0;1676.0;1969.0;2017/06/26;2017/07/02;2017;7
S;90.0;9868.0;1774.0;1542.0;1934.0;2017/06/26;2017/07/02;2017;7
PP;1835.0;5428.0;2583.0;2435.0;2810.0;2017/07/03;2017/07/09;2017;7
PO;134.0;5427.0;2615.0;2518.0;2726.0;2017/07/03;2017/07/09;2017;7
PR;21.0;5106.0;2517.0;2237.0;2775.0;2017/07/03;2017/07/09;2017;7
PC;4.0;4588.0;2248.0;2000.0;2450.0;2017/07/03;2017/07/09;2017;7
PU;2.0;4625.0;2800.0;2800.0;2800.0;2017/07/03;2017/07/09;2017;7
PS;5.0;17876.0;1700.0;1700.0;1700.0;2017/07/03;2017/07/09;2017;7
CP;1090.0;6162.0;2691.0;2606.0;2849.0;2017/07/03;2017/07/09;2017;7
CO;141.0;6312.0;2651.0;2610.0;2696.0;2017/07/03;2017/07/09;2017;7
CR;57.0;6120.0;2642.0;2558.0;2650.0;2017/07/03;2017/07/09;2017;7
CC;12.0;6319.0;2605.0;2050.0;2650.0;2017/07/03;2017/07/09;2017;7
CU;1.0;6247.0;2007.0;2007.0;2007.0;2017/07/03;2017/07/09;2017;7
CS;1.0;5730.0;2650.0;2650.0;2650.0;2017/07/03;2017/07/09;2017;7
BP;6078.0;7374.0;2636.0;2442.0;2819.0;2017/07/03;2017/07/09;2017;7
BO;1687.0;7663.0;2630.0;2535.0;2748.0;2017/07/03;2017/07/09;2017;7
BR;155.0;7742.0;2526.0;2374.0;2650.0;2017/07/03;2017/07/09;2017;7
BC;13.0;7334.0;2369.0;2070.0;2650.0;2017/07/03;2017/07/09;2017;7
BU;1.0;7973.0;1988.0;1988.0;1988.0;2017/07/03;2017/07/09;2017;7
BS;3.0;8936.0;2028.0;1588.0;2200.0;2017/07/03;2017/07/09;2017;7
HP;4154.0;8609.0;2565.0;2448.0;2618.0;2017/07/03;2017/07/09;2017;7
HO;5208.0;8747.0;2570.0;2450.0;2705.0;2017/07/03;2017/07/09;2017;7
HR;901.0;8930.0;2504.0;2429.0;2607.0;2017/07/03;2017/07/09;2017;7
HC;78.0;9007.0;2140.0;2059.0;2420.0;2017/07/03;2017/07/09;2017;7
HU;10.0;8842.0;2020.0;1966.0;2408.0;2017/07/03;2017/07/09;2017;7
HS;12.0;9590.0;2024.0;1694.0;2650.0;2017/07/03;2017/07/09;2017;7
SAU;666.0;14132.0;1947.0;1632.0;2460.0;2017/07/03;2017/07/09;2017;7
SAB;203.0;10420.0;2375.0;2148.0;2441.0;2017/07/03;2017/07/09;2017;7
BP;5630.0;74.09;23.61;22.0;26.5;2016/07/04;2016/07/10;2016;7
BO;2176.0;75.55;23.78;22.0;25.0;2016/07/04;2016/07/10;2016;7
BR;239.0;74.67;23.01;15.0;24.0;2016/07/04;2016/07/10;2016;7
BC;21.0;74.46;20.02;16.0;22.1;2016/07/04;2016/07/10;2016;7
BU;14.0;70.35;19.37;16.0;21.5;2016/07/04;2016/07/10;2016;7
BS;1.0;79.2;17.0;17.0;17.0;2016/07/04;2016/07/10;2016;7
PP;1119.0;47.47;24.53;22.75;26.0;2016/07/04;2016/07/10;2016;7
PO;143.0;48.1;24.17;22.2;26.0;2016/07/04;2016/07/10;2016;7
PR;31.0;43.54;22.47;15.0;26.0;2016/07/04;2016/07/10;2016;7
PC;8.0;49.63;20.91;13.3;23.0;2016/07/04;2016/07/10;2016;7
PU;5.0;50.08;22.09;21.5;23.0;2016/07/04;2016/07/10;2016;7
PS;1.0;43.6;23.0;23.0;23.0;2016/07/04;2016/07/10;2016;7
SAB;254.0;104.41;13.71;6.0;18.0;2016/07/04;2016/07/10;2016;7
HP;5015.0;85.18;23.34;22.0;25.0;2016/07/04;2016/07/10;2016;7
HO;5575.0;86.74;23.53;22.0;24.45;2016/07/04;2016/07/10;2016;7
HR;1000.0;88.31;23.1;11.8;24.0;2016/07/04;2016/07/10;2016;7
HC;80.0;87.19;20.67;16.5;23.5;2016/07/04;2016/07/10;2016;7
HU;7.0;86.41;20.06;16.5;22.1;2016/07/04;2016/07/10;2016;7
HS;13.0;93.49;19.13;9.4;23.5;2016/07/04;2016/07/10;2016;7
CP;1173.0;60.9;23.76;22.1;26.5;2016/07/04;2016/07/10;2016;7
CO;161.0;62.27;23.87;22.1;26.0;2016/07/04;2016/07/10;2016;7
CR;32.0;61.48;23.08;20.5;25.0;2016/07/04;2016/07/10;2016;7
CC;12.0;62.28;21.26;16.0;24.0;2016/07/04;2016/07/10;2016;7
CU;1.0;60.1;16.0;16.0;16.0;2016/07/04;2016/07/10;2016;7
SAS;477.0;144.12;16.3;15.0;18.0;2016/07/04;2016/07/10;2016;7
P;1.0;593.0;5238.0;2401.0;2177.0;2018/07/02;2018/07/08;2018;7
O;91.0;5198.0;2308.0;2182.0;2472.0;2018/07/02;2018/07/08;2018;7
R;8.0;4850.0;2187.0;1990.0;2400.0;2018/07/02;2018/07/08;2018;7
C;1.0;3150.0;2150.0;2150.0;2334.0;2018/07/02;2018/07/08;2018;7
S;1.0;4070.0;2010.0;2010.0;2010.0;2018/07/02;2018/07/08;2018;7
P;934.0;6151.0;2194.0;2100.0;2500.0;2018/07/02;2018/07/08;2018;7
O;127.0;6326.0;2150.0;2100.0;2357.0;2018/07/02;2018/07/08;2018;7
