Class,Units,Avg_mass,Avg_purch,Avg_selling,Selling_min,Selling_max
AB3,20,28.97,72.16,73.56,73.23,74.36
B2,87,23.76,64.44,66.86,59.11,70.26
B3,9,28.50,60.75,64.96,55.15,68.00
C2,566,25.51,61.45,64.10,54.15,71.75
C3,120,29.73,59.01,60.80,53.92,71.88
P,1,699,50.34,28.17,24.62,29.50
P,1,415,61.69,26.95,24.68,28.46
P,7,900,74.45,26.15,23.79,27.50
O,2,134,76.27,26.16,24.62,27.27
P,3,482,84.86,24.97,21.40,26.41
O,5,448,85.97,25.40,23.77,26.65
A2,12934,260.91,37.76,37.34,35.60,39.80
A3,1819,275.08,37.94,37.20,36.00,39.80
AB2,511,264.65,35.94,36.23,31.94,39.28
AB3,126,284.57,36.07,35.94,33.00,38.90
B2,380,252.58,33.29,33.80,27.93,40.06
B3,89,297.77,33.72,33.93,29.00,40.06
C2,1889,246.75,32.47,32.95,30.00,35.96
C3,461,284.08,32.57,32.81,30.29,35.50
A0,296,13.70,45.53,47.02,41.50,53.25
A1,2078,17.02,55.85,58.69,49.00,53.73
A2,14535,20.21,57.81,59.06,55.92,62.83
A3,2768,21.93,58.63,58.62,55.33,62.35
A4,698,22.48,49.48,51.01,44.33,54.47
A5,210,22.30,46.01,47.45,39.97,51.17
A6,343,20.90,48.09,46.47,46.39,52.00
AB2,165,21.91,50.05,52.18,45.09,58.85
AB3,24,27.44,52.25,53.53,50.76,58.00
B2,428,25.12,45.01,50.86,42.00,55.28
B3,64,28.42,46.05,47.76,43.00,54.00
C2,1057,25.34,42.98,44.32,35.54,48.58
C3,318,28.48,45.20,45.65,41.00,51.07
A2,8512,258.75,44.82,44.46,37.75,46.57
A3,833,287.99,45.98,45.87,45.08,48.21
AB2,621,271.15,44.86,44.97,43.07,47.90
AB3,86,290.63,44.22,44.77,42.50,46.60
B2,435,255.99,41.69,42.29,38.57,47.69
B3,146,283.32,41.71,41.53,41.48,46.20
C2,1090,268.46,41.01,40.56,40.38,45.00
C3,480,288.00,41.17,40.98,40.77,45.00
A0,98,13.42,66.90,67.18,53.53,59.91
A1,920,16.35,75.69,72.80,74.77,74.81
A2,10737,20.96,77.11,72.36,68.36,77.50
A3,2329,23.57,77.61,71.43,67.96,79.09
A4,378,26.06,73.33,72.33,59.53,77.80
A5,41,26.10,60.86,53.07,51.21,63.27
A6,49,26.14,60.69,53.51,50.39,62.00
AB2,244,20.98,67.39,68.95,56.69,77.50
AB3,30,22.42,63.54,64.27,56.00,79.09
B2,306,24.13,59.56,62.13,54.00,63.00
B3,45,25.60,59.17,58.71,53.44,63.33
C2,1211,23.68,56.37,56.98,30.48,62.00
C3,235,27.99,56.96,56.72,50.89,62.00
PIGS,Units,Avg,Avg,Purch,Purch,Purch
Mass,Price,Min,Max,Hide,Feedlot,12.73
A2,14940,259.64,45.83,45.83,44.18,47.79
A3,1740,281.30,45.95,45.82,44.57,47.52
AB2,1505,269.01,45.17,45.12,44.11,47.45
AB3,294,286.04,44.97,45.37,43.77,46.54
B2,1191,273.01,43.15,46.32,41.66,48.00
B3,352,296.14,42.50,45.07,41.54,48.00
C2,2291,253.78,41.45,40.69,38.64,41.78
C3,821,286.75,41.69,41.14,39.48,42.38
A0,204,13.12,57.12,57.92,48.34,68.00
A1,1612,15.89,76.06,74.47,68.79,76.83
A2,13736,20.05,77.00,73.53,68.51,77.84
A3,2365,22.97,77.17,71.28,67.90,77.48
A4,352,24.37,69.11,62.09,58.90,69.46
A5,63,25.83,62.04,57.17,51.48,71.54
A6,53,22.27,60.70,54.05,50.60,58.45
AB2,245,21.99,67.54,67.79,60.00,79.08
AB3,73,26.69,61.56,64.51,58.00,72.37
B2,250,25.70,57.95,58.34,51.49,70.41
B3,53,29.27,58.02,57.47,53.00,63.02
C2,1191,24.16,59.24,59.34,52.88,64.62
C3,198,27.24,58.94,58.10,52.00,64.04
PIGS,Units,Avg,Avg,Purch,Purch,Purch
B2,426,297.39,50.45,51.16,49.58,52.83
B3,85,315.80,50.16,50.68,48.20,51.51
C2,299,278.43,46.25,48.47,46.96,51.32
C3,111,307.52,46.25,48.17,46.76,50.00
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,84,11.08,58.52,70.15,69.65,71.80
A1,315,15.40,83.60,84.34,82.95,85.68
A2,10535,21.12,84.68,85.80,84.82,87.81
A3,1817,24.38,83.17,84.98,83.66,88.12
A4,381,25.08,76.92,78.03,73.83,86.21
A5,40,28.68,75.54,75.66,63.00,82.20
A6,14,20.56,68.98,64.37,62.58,66.21
AB2,179,23.42,77.85,83.34,75.74,85.25
AB3,144,26.98,79.46,85.60,85.38,85.65
B2,54,23.85,69.58,75.80,74.84,77.83
B3,8,29.33,75.72,76.88,73.00,78.00
C2,735,25.86,69.68,71.46,64.65,74.39
C3,90,28.31,69.29,69.56,65.00,73.84
A2,14768,261.88,36.90,37.43,34.90,40.50
A3,2337,247.85,37.06,36.65,35.75,40.50
AB2,620,261.67,35.56,36.15,28.10,38.90
AB3,204,281.49,35.45,35.86,33.16,38.90
B2,455,247.11,32.49,33.46,24.11,38.02
B3,77,281.39,33.20,34.37,29.00,38.02
C2,1472,246.17,32.33,33.34,28.00,35.50
C3,362,283.35,32.23,33.18,30.92,35.50
A0,220,13.96,48.75,51.52,41.70,54.00
A1,1599,17.50,58.78,59.35,54.20,61.64
A2,13279,21.11,60.75,59.15,55.97,63.28
A3,2625,23.21,61.03,58.56,56.16,64.51
A4,464,23.88,49.84,49.18,45.50,54.27
A5,71,23.79,42.92,42.96,39.60,46.07
A6,102,19.74,44.30,44.42,40.18,47.21
AB2,161,21.40,52.10,53.88,46.85,57.69
AB3,43,24.06,51.10,53.59,51.47,54.31
B2,717,23.26,48.35,50.93,43.70,52.00
B3,91,26.82,46.99,48.46,43.50,52.00
C2,936,23.69,47.29,48.00,45.93,54.00
C3,274,26.91,46.57,48.10,41.05,48.84
B2,475,294.20,39.59,42.42,40.83,43.96
B3,137,323.36,41.14,42.87,41.80,44.68
C3,598,298.35,39.43,40.94,39.70,42.20
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,22,14.70,56.00,64.67,60.00,72.16
A1,311,16.02,71.16,70.80,68.51,73.30
A4,227,24.85,64.09,63.71,60.58,69.02
A5,31,23.76,53.78,56.12,53.84,57.97
A6,40,24.44,53.21,55.79,52.32,56.36
AB2,94,23.33,65.39,70.99,64.55,75.00
AB3,18,27.82,64.48,70.33,62.10,75.00
B2,96,25.46,59.52,64.91,60.95,70.56
B3,25,30.94,56.32,62.14,60.63,64.00
C2,587,26.45,56.09,61.20,54.41,65.96
C3,115,30.56,53.71,58.58,53.99,64.13
P,1,709,50.41,28.66,25.41,30.50
P,1,424,61.98,27.33,26.04,28.46
P,8,478,74.40,26.99,24.85,29.00
O,3,102,76.30,27.13,25.61,28.72
P,3,832,84.96,26.02,25.08,27.20
O,5,915,86.96,26.02,25.35,27.29
R,1,097,88.02,25.65,24.33,27.91
A2,13837,259.68,37.70,37.28,35.50,39.80
A3,2057,278.39,37.72,37.41,35.86,39.80
AB2,495,255.67,35.95,35.99,31.50,39.30
AB3,132,284.38,36.16,35.97,31.50,39.30
B2,463,250.46,33.66,33.97,31.24,37.10
B3,87,270.94,34.30,34.09,31.86,36.90
C2,1768,249.38,32.70,33.14,28.00,35.50
C3,456,279.59,32.99,33.13,29.28,35.50
A0,371,14.05,49.93,50.74,46.25,54.00
A1,1508,16.05,59.00,59.08,56.69,63.24
A2,10139,19.61,60.28,59.90,56.03,63.34
A3,2030,21.45,60.28,59.79,56.20,63.28
A4,398,22.30,52.43,53.68,47.83,58.11
A5,122,22.55,47.94,49.03,48.04,52.24
A6,248,20.76,47.29,48.43,40.18,49.90
AB2,191,20.46,52.79,54.73,46.86,59.59
AB3,34,19.00,50.67,54.04,49.00,56.76
B2,139,23.96,48.15,49.47,42.81,57.00
B3,25,28.96,48.20,48.73,44.14,56.00
B2,388,265.25,40.79,42.30,40.40,44.46
B3,114,297.76,40.71,42.67,41.18,44.51
C3,562,300.95,39.34,41.14,39.68,42.63
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,16,13.76,53.93,63.90,60.22,66.74
A1,158,14.58,69.78,70.94,68.58,74.40
A4,319,25.06,65.90,66.75,62.61,75.32
A5,64,26.41,62.48,63.21,53.84,74.00
A6,47,23.43,54.20,54.26,52.32,59.51
AB2,290,22.76,68.39,70.82,65.49,73.69
AB3,29,28.30,69.52,72.27,68.04,73.80
B2,221,23.88,62.40,63.58,60.54,71.61
B3,39,28.47,60.73,61.39,57.84,65.50
C2,813,24.59,62.57,63.61,56.02,66.77
C3,208,28.18,61.75,62.80,54.02,66.16
P,1,668,50.10,29.11,25.53,31.00
P,1,704,60.90,27.38,25.74,28.44
P,8,297,74.54,27.35,24.92,29.48
O,2,360,76.08,27.06,25.58,28.36
P,3,752,84.70,26.15,25.16,27.53
O,5,491,86.40,26.33,25.13,28.21
B2,300,269.41,17.13,41.08,39.19,42.80
B3,44,312.58,8.24,41.12,40.95,41.41
C2,1224,267.91,30.12,39.38,36.56,42.11
C3,299,300.96,37.28,38.62,36.00,42.10
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,31,11.81,42.63,60.11,59.08,60.86
A1,245,13.91,63.01,65.72,60.22,68.05
A2,6851,23.79,65.91,69.35,66.33,70.44
A3,1315,22.94,65.73,69.27,67.55,69.86
A4,298,24.00,56.87,61.55,60.54,62.03
A5,33,27.62,48.81,52.37,49.00,53.77
A6,30,25.07,49.41,52.59,51.57,54.68
AB2,495,23.01,54.22,62.01,60.68,62.31
AB3,38,25.24,56.37,61.08,59.58,61.52
B2,296,23.17,51.64,56.53,55.72,56.94
B3,70,26.02,51.57,55.09,53.56,55.77
C2,849,24.99,48.20,51.68,48.66,55.00
C3,109,27.99,49.83,51.41,48.40,53.31
A2,10137,266.90,45.55,45.70,43.76,47.08
A3,1134,285.44,45.58,46.14,44.39,47.65
AB2,936,271.43,44.65,44.91,42.57,45.94
AB3,132,286.45,44.38,44.72,42.99,45.26
B2,623,260.82,42.49,42.24,39.31,43.86
B3,163,281.78,42.25,42.51,39.73,44.12
C2,1334,315.48,41.06,40.35,38.01,41.85
C3,371,282.06,41.23,41.03,38.70,41.91
A0,198,14.39,67.70,66.47,63.86,69.00
A1,1383,16.47,75.93,74.42,68.63,77.03
A2,13228,20.50,77.08,73.48,69.50,77.95
A3,2084,23.04,76.98,71.81,68.62,78.28
A4,430,24.85,68.29,62.74,59.89,70.74
A5,58,26.58,60.49,57.21,52.80,66.74
A6,62,27.22,59.85,55.43,49.90,65.73
AB2,203,22.33,68.43,68.68,63.93,71.99
AB3,34,25.02,67.19,66.40,59.90,70.15
B2,189,24.61,57.79,57.51,54.73,71.58
B3,17,29.82,57.71,57.54,53.00,68.00
C2,1138,23.44,55.99,56.63,52.00,61.54
C3,144,27.89,55.41,55.42,51.68,63.70
PIGS,Units,Avg,Avg,Purch,Purch,Purch
A2,12679,260.55,37.74,35.03,33.50,39.80
A3,1588,277.57,37.62,36.95,34.86,40.50
AB2,588,264.43,35.69,36.15,32.00,40.04
AB3,135,287.95,35.72,35.60,26.00,40.04
B2,450,247.51,33.29,33.50,29.50,38.98
B3,68,272.53,33.54,33.91,29.73,36.46
C2,1623,251.37,32.88,33.19,29.50,35.50
C3,454,285.41,32.75,33.30,29.86,35.81
A0,449,14.70,50.31,52.19,48.71,56.00
A1,1918,16.19,59.31,60.28,55.00,62.50
A2,13893,20.14,60.74,60.93,58.00,63.23
A3,2985,22.48,61.11,60.98,59.00,63.82
A4,595,23.05,51.97,53.37,49.85,57.57
A5,136,23.24,47.96,47.23,43.63,55.44
A6,184,22.23,42.59,46.70,44.00,49.40
AB2,197,19.49,53.34,54.84,46.50,60.91
AB3,58,25.60,52.65,55.71,50.00,65.00
B2,199,26.75,44.56,49.63,48.00,55.00
B3,85,27.80,45.74,49.26,44.00,54.00
C2,857,38.50,46.00,48.83,40.48,53.00
B2,288,260.30,40.12,42.61,39.97,44.72
B3,59,293.37,39.63,42.76,39.78,44.80
C3,417,301.09,39.73,41.44,39.99,42.62
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,59,13.38,50.47,64.73,60.64,66.15
A1,271,17.44,70.67,70.45,68.60,71.59
A4,257,23.62,61.91,61.26,58.50,65.00
A5,41,23.19,53.82,56.49,53.86,61.13
A6,39,24.00,52.55,53.30,51.42,56.00
AB2,108,21.66,66.39,68.99,65.40,70.68
AB3,12,27.55,65.44,68.59,64.06,72.31
B2,210,22.95,60.73,63.50,57.02,70.08
B3,54,25.29,56.01,57.34,55.19,65.11
C2,876,24.38,61.69,63.57,57.14,67.28
C3,57,28.56,60.40,63.67,56.57,68.49
P,1,476,50.92,29.95,26.96,31.50
P,1,213,61.93,28.02,26.91,28.75
P,7,331,74.53,27.79,25.59,29.88
O,2,382,76.42,27.28,26.13,28.32
P,4,004,84.67,26.78,26.37,27.46
O,6,000,86.67,26.78,26.26,28.14
A2,8861,265.60,45.49,45.94,43.45,47.77
A3,1032,286.38,45.63,45.55,43.59,46.53
AB2,814,264.43,44.63,45.36,43.83,47.40
AB3,149,278.31,44.02,45.09,42.90,47.40
B2,426,255.07,42.66,42.29,40.70,43.90
B3,126,274.58,42.36,42.55,41.32,43.62
C2,1094,254.64,41.38,40.94,38.82,42.61
C3,426,285.84,41.52,40.59,38.00,42.28
A0,265,12.52,63.22,62.70,50.71,65.51
A1,1261,15.87,85.41,74.26,69.11,74.39
A2,18014,20.64,76.96,74.45,69.00,77.71
A3,3628,22.90,76.51,74.17,68.58,78.41
A4,584,24.64,69.27,65.44,60.23,73.94
A5,114,24.44,64.46,60.94,51.80,65.93
A6,113,25.59,64.65,62.57,50.76,66.00
AB2,161,21.46,66.71,67.63,60.16,72.06
AB3,37,23.08,64.23,64.29,59.49,70.61
B2,722,22.77,66.47,67.29,58.13,70.30
B3,130,25.67,64.76,63.44,55.71,65.97
C2,1060,24.10,56.80,58.14,53.07,61.98
C3,380,26.68,55.95,56.06,53.12,61.35
PIGS,Units,Avg,Avg,Purch,Purch,Purch
Mass,Price,Min,Max,Hide,Feedlot,12.51
A2,11872,264.21,37.55,37.05,30.50,39.40
A3,1485,281.67,37.55,37.01,33.50,39.76
AB2,546,263.08,35.77,35.76,30.50,39.30
AB3,85,284.08,35.98,35.99,33.78,39.30
B2,445,241.67,33.77,33.70,28.50,36.50
B3,72,274.40,33.56,33.53,31.34,34.54
C2,1294,240.11,33.13,33.22,30.00,35.50
C3,418,280.01,33.13,33.15,26.25,35.50
A0,385,13.79,49.14,52.86,48.17,58.00
A1,1259,16.42,59.32,60.22,55.00,62.00
A2,11361,20.63,60.78,60.63,52.89,62.64
A3,2536,22.79,61.07,60.95,56.05,64.42
A4,441,23.69,51.71,55.53,44.22,58.13
A5,116,24.28,48.29,49.58,43.29,56.08
A6,112,21.94,45.59,47.98,44.00,50.73
AB2,148,23.01,51.79,53.69,47.84,60.00
AB3,65,26.11,50.46,53.44,48.36,59.76
B2,333,23.44,50.05,51.72,42.00,54.04
B3,68,26.61,49.63,50.57,41.17,54.22
B2,387,281.61,40.89,42.44,40.30,44.32
B3,121,330.55,41.18,42.83,41.61,44.50
C3,393,303.62,39.52,41.87,39.81,43.66
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,9,12.97,43.00,60.46,60.00,60.64
A1,94,15.17,70.44,70.72,68.58,75.75
A3,914,24.15,72.10,74.22,71.12,82.54
A4,101,24.65,64.53,64.79,62.63,70.96
A5,7,23.11,59.46,59.83,53.86,76.00
A6,10,26.24,52.50,51.99,48.00,52.36
AB2,65,19.32,69.00,69.87,69.35,70.00
B2,364,24.59,66.45,69.49,67.41,70.08
B3,15,25.99,60.81,64.52,55.47,68.90
C2,492,25.00,62.00,65.59,63.15,68.21
C3,78,28.87,59.53,66.03,60.57,68.00
P,2,023,51.98,30.45,27.09,31.50
P,1,619,61.32,28.58,25.72,30.55
P,7,975,74.19,28.35,25.85,30.26
O,2,220,75.34,27.95,26.78,29.66
P,4,275,84.99,26.72,25.09,28.10
O,5,684,86.56,26.94,26.17,28.84
A2,13292,267.12,45.58,46.25,43.79,48.14
A3,1376,285.93,45.62,46.21,44.08,48.21
AB2,1290,270.59,44.75,45.77,42.79,47.99
AB3,194,276.88,44.27,44.86,42.60,47.74
B2,541,246.86,42.80,43.17,41.34,44.50
B3,120,289.89,42.61,43.32,42.37,44.28
C2,1203,253.43,41.69,41.46,38.29,43.45
C3,369,278.07,41.88,41.83,39.43,43.42
A0,205,14.67,70.24,71.52,65.79,72.92
A1,926,16.41,77.83,78.96,64.24,77.86
A2,11379,21.00,78.38,74.23,69.20,79.59
A3,2053,23.61,78.11,72.97,68.82,79.99
A4,353,25.04,70.96,67.04,60.39,78.83
A5,47,28.50,66.50,64.89,51.86,73.88
A6,29,27.50,63.50,60.57,50.78,68.00
AB2,427,20.36,69.88,66.62,61.23,72.20
AB3,76,21.47,69.14,64.92,60.16,69.73
B2,340,22.68,62.15,63.12,57.69,70.23
B3,53,24.25,63.26,65.89,54.73,69.73
C2,1301,23.56,57.70,58.32,52.73,61.15
C3,359,28.42,57.50,56.85,51.55,61.41
PIGS,Units,Avg,Avg,Purch,Purch,Purch
Mass,Price,Min,Max,Hide,Feedlot,12.63
A2,15999,263.41,37.60,36.90,35.76,39.66
A3,2180,283.20,37.58,35.49,26.28,39.09
AB2,623,261.98,36.33,36.25,32.50,40.06
AB3,139,292.83,36.38,36.18,33.35,40.06
B2,379,247.59,34.08,33.96,25.32,36.50
B3,72,286.51,34.41,33.60,25.32,41.85
C2,1252,248.29,33.18,33.30,29.65,35.50
C3,351,278.60,33.13,33.52,29.65,36.00
A0,506,14.13,51.00,52.85,48.39,55.12
A1,2030,17.56,62.23,60.39,57.16,62.00
A2,16059,20.88,62.58,61.63,60.00,63.79
A3,3340,22.76,62.99,61.34,59.00,62.83
A4,587,23.43,54.66,55.98,51.00,66.25
A5,119,24.72,50.70,50.74,44.00,56.47
A6,180,21.56,41.80,46.33,44.41,45.55
AB2,257,22.26,54.47,51.48,44.67,56.21
AB3,67,26.19,53.63,51.31,35.95,64.70
B2,295,25.36,46.76,49.34,42.48,54.14
B3,79,29.16,47.04,46.55,42.45,53.90
C2,1644,23.77,47.58,47.83,42.47,52.00
B2,401,269.95,40.83,42.06,40.19,44.03
B3,138,303.62,41.15,42.25,41.16,43.81
C3,411,301.53,39.47,41.10,39.61,42.50
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,54,15.79,58.89,64.73,61.79,66.75
A1,433,15.73,69.90,71.05,68.64,73.59
A4,312,26.31,62.22,63.36,59.92,69.73
A5,41,22.69,58.46,59.73,53.82,68.00
A6,65,23.71,59.53,58.95,52.31,68.00
AB2,222,21.92,66.59,70.90,67.90,73.00
AB3,9,26.23,63.70,65.74,61.08,69.32
B2,56,22.25,64.27,67.46,60.37,70.33
B3,4,27.03,59.79,68.10,68.00,68.32
C2,995,24.55,61.76,63.84,62.03,64.46
C3,118,28.33,59.07,63.41,58.70,64.80
P,2,058,50.39,30.16,27.01,31.50
P,1,595,61.28,28.48,25.67,30.43
P,7,619,73.66,28.22,25.58,29.99
O,2,688,75.64,28.49,26.61,30.49
P,3,911,84.98,26.53,23.53,28.63
O,5,413,86.82,26.41,24.21,28.57
A2,14191,268.83,46.35,46.78,44.93,48.46
A3,1498,284.97,46.36,46.83,44.85,48.40
AB2,1115,265.16,45.18,46.25,43.99,48.00
AB3,164,283.80,44.97,45.89,44.13,47.94
B2,522,250.17,43.40,44.00,42.23,46.22
B3,86,276.44,43.60,43.87,41.69,46.27
C2,1339,249.93,42.44,42.59,40.98,44.47
C3,402,258.42,42.82,42.78,40.73,44.03
A0,92,11.58,62.15,61.94,57.45,67.90
A1,411,14.02,77.61,70.37,65.12,81.56
A2,11292,21.83,81.87,72.97,69.29,82.51
A3,1973,24.19,81.52,73.12,68.90,82.61
A4,384,26.09,72.07,64.89,60.59,74.27
A5,42,23.16,64.27,59.87,51.96,72.67
A6,38,26.90,61.69,51.22,50.81,52.96
AB2,218,20.73,70.03,70.33,58.13,77.18
AB3,26,26.21,69.71,66.27,58.00,78.41
B2,285,22.40,64.39,65.65,58.08,73.30
B3,75,26.29,62.62,63.21,58.34,70.75
C2,1430,23.57,58.65,59.98,50.66,64.02
C3,215,27.34,58.49,59.43,52.50,63.35
PIGS,Units,Avg,Avg,Purch,Purch,Purch
Mass,Price,Min,Max,Hide,Feedlot,12.27
A2,17718,260.64,37.93,37.84,36.00,44.32
A3,2303,280.01,38.00,37.79,36.00,42.15
AB2,726,259.85,36.59,37.39,31.50,40.50
AB3,160,282.44,36.64,37.24,33.60,39.79
B2,337,236.86,34.09,34.86,32.00,40.35
B3,63,289.09,34.03,34.50,32.00,37.54
C2,1181,249.64,33.18,33.89,27.85,36.50
C3,313,279.31,33.53,33.85,31.00,36.50
A0,884,14.13,52.87,54.00,50.00,56.00
A1,2964,15.94,62.22,62.29,57.00,64.50
A2,20001,20.02,63.79,61.89,47.72,64.77
A3,3741,22.21,63.75,61.78,53.03,65.38
A4,745,22.67,55.41,57.41,52.00,61.71
A5,179,23.02,51.04,51.05,42.61,61.37
A6,273,20.90,48.70,50.08,44.21,56.68
AB2,254,22.44,56.46,55.25,52.74,60.00
AB3,59,24.95,55.15,56.44,50.35,62.63
B2,704,23.88,49.47,52.57,48.00,55.07
B3,156,26.57,51.28,52.68,44.78,54.00
C2,1381,24.09,46.81,47.77,42.81,52.31
B2,176,255.38,40.64,42.55,39.61,44.76
B3,36,278.41,39.85,42.64,39.35,44.38
C3,287,296.04,39.59,41.48,39.47,42.63
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,86,14.22,56.43,67.18,61.06,68.34
A1,667,15.31,71.77,72.63,67.56,76.36
A4,327,25.44,65.87,65.38,61.68,73.41
A5,55,25.70,62.19,64.45,53.49,74.00
A6,61,23.35,54.83,57.36,52.34,63.34
AB2,283,23.06,66.89,71.86,68.09,73.70
AB3,31,27.57,66.88,69.23,61.83,73.80
B2,464,23.43,64.55,69.28,63.08,71.26
B3,25,27.88,59.12,60.87,55.63,68.95
C2,895,24.31,59.60,62.12,54.62,66.45
C3,143,28.57,59.21,59.02,54.13,66.31
P,2,305,51.84,30.24,26.11,31.50
P,1,644,61.80,28.56,26.44,30.47
P,8,670,73.40,28.21,25.33,30.32
O,2,982,75.08,28.69,27.25,30.43
P,3,795,84.72,27.28,26.17,28.72
O,5,379,86.42,27.21,26.03,28.78
R,1,092,88.29,26.75,25.21,28.74
A2,19017,262.04,38.52,38.36,35.99,43.20
A3,2555,279.12,38.55,38.31,36.50,42.15
AB2,724,253.76,37.42,37.85,34.00,42.12
AB3,182,282.43,37.53,37.66,31.00,40.70
B2,408,240.93,34.26,35.83,32.00,41.04
B3,57,279.34,34.66,35.29,32.50,39.00
C2,1622,251.64,33.64,34.90,26.92,39.96
C3,347,281.14,33.58,35.16,32.00,38.50
A0,699,14.20,52.53,53.17,46.00,57.00
A1,3067,16.46,60.06,64.33,58.97,69.00
A2,17083,19.83,62.70,64.64,61.00,68.60
A3,3130,22.36,61.99,63.97,61.81,67.31
A4,662,23.49,53.97,56.83,52.69,60.63
A5,106,22.57,49.01,49.76,43.10,58.10
A6,124,22.94,51.34,50.24,44.58,55.55
AB2,293,21.61,53.13,57.99,51.96,66.92
AB3,41,24.56,52.14,52.41,37.68,60.68
B2,1101,23.71,52.39,52.86,47.90,60.48
B3,140,26.14,52.34,52.95,42.62,57.06
C2,1230,25.15,48.42,50.28,47.43,55.02
B2,364,261.87,41.23,42.08,39.67,44.37
B3,82,294.74,41.79,42.35,40.47,44.14
C3,322,294.28,40.01,41.21,39.63,42.06
Class,Units,Avg_mass,Avg_purch,Avg_Selling,Selling_Min,Selling_Max
A0,84,13.29,57.42,66.79,62.57,77.22
A1,674,15.42,70.62,70.13,68.54,73.69
A4,404,25.91,66.28,66.52,61.63,73.61
A5,46,28.17,63.17,61.26,53.85,71.00
A6,47,24.72,54.14,57.59,51.76,71.57
AB2,209,22.48,69.47,70.12,65.38,72.23
AB3,32,26.12,68.18,70.29,65.25,72.23
B2,540,23.36,68.06,69.82,69.20,70.03
B3,86,26.46,57.38,64.46,61.72,65.21
C2,953,24.86,60.13,62.51,55.83,67.91
C3,246,26.64,59.81,60.84,54.37,66.71
P,2,103,51.50,30.40,26.20,31.50
P,7,611,73.93,28.68,26.16,30.46
O,2,735,76.80,28.75,26.89,31.33
P,2,591,85.77,27.51,25.08,28.78
O,3,970,87.38,27.54,26.57,28.70
A2,12080,263.76,36.56,36.69,26.50,39.50
A3,1458,280.76,36.43,36.23,34.12,39.50
AB2,439,257.57,34.45,35.33,30.61,38.50
AB3,74,283.26,34.87,35.68,31.00,37.00
B2,361,244.36,31.76,32.47,28.83,35.50
B3,70,275.24,31.26,31.59,28.80,35.00
C2,1583,255.60,29.96,30.07,27.50,35.00
C3,337,287.80,30.33,30.83,27.70,34.50
A0,261,11.68,39.64,42.84,30.70,58.50
A1,941,14.01,57.53,58.68,42.50,61.23
A2,10032,19.46,57.08,60.00,55.00,61.50
A3,2064,20.92,57.34,60.04,53.60,64.28
A4,372,21.58,50.78,51.13,47.50,58.99
A5,87,23.84,47.77,48.31,43.00,53.00
A6,153,24.24,47.56,47.19,35.56,50.63
AB2,347,19.76,48.28,50.17,43.00,63.00
AB3,44,22.92,47.32,51.81,43.00,59.70
B2,117,23.00,43.68,47.02,42.00,50.00
B3,49,25.93,43.90,46.71,43.00,56.00
C2,1053,22.51,43.62,44.96,36.00,53.50
C3,254,25.73,43.27,44.79,42.00,48.22
15,17,19,21,23,25,27
B2,291,244.62,43.36,43.80,41.60,45.55
B3,108,272.09,43.36,43.88,42.26,45.12
C2,1161,253.12,42.83,42.24,40.39,44.30
C3,540,268.53,42.88,43.37,41.87,44.58
A0,56,12.63,63.02,66.04,56.84,68.00
A1,500,15.30,71.99,72.22,66.87,76.00
A2,9437,21.07,75.04,72.54,70.38,76.34
A3,1232,23.66,75.62,71.08,70.30,74.32
A4,287,22.94,67.89,63.34,61.78,69.08
A5,32,24.35,61.76,58.97,53.01,69.75
A6,33,21.57,63.20,59.91,51.20,66.36
AB2,275,25.78,68.25,51.03,44.92,67.89
AB3,45,31.06,67.38,66.90,63.94,67.70
B2,315,25.40,59.09,58.94,54.24,67.00
B3,283,33.70,55.91,54.79,53.32,55.32
C2,1138,22.92,55.13,55.70,53.79,57.20
C3,133,25.29,52.37,53.46,45.00,56.75
A2,11465,263.76,42.88,42.95,38.45,45.00
A3,1255,284.41,42.84,42.87,36.00,45.00
AB2,483,256.10,41.20,41.87,32.50,44.00
AB3,104,288.17,41.40,42.61,34.00,44.00
B2,445,241.64,35.73,37.96,30.08,40.30
B3,96,272.94,36.34,37.22,33.51,40.30
C2,1778,242.68,35.25,35.02,33.93,39.00
C3,560,274.35,35.15,36.48,33.95,39.00
A0,202,13.94,56.50,57.64,51.81,61.02
A1,1360,15.55,68.38,68.08,61.05,72.50
A2,11538,19.51,70.62,68.73,65.00,72.69
A3,2327,20.92,71.28,68.72,65.00,72.63
A4,563,21.19,62.17,58.70,57.31,62.53
A5,113,19.98,57.68,53.29,43.50,59.17
A6,154,19.65,57.84,53.39,47.15,56.57
AB2,131,22.15,58.79,59.78,52.00,63.91
AB3,49,24.70,57.55,59.32,55.39,63.85
B2,185,25.14,48.36,50.60,38.23,57.82
B3,53,26.43,46.04,47.37,38.00,57.53
